Evaporator Area,Condenser Area,Compressor Design Flow,Capacity,Outside Air Temperature,Success,Annual Operating Cost,Annualized Capital Cost,Annualized Capital Compressor Cost,Annualized Capital Evaporator Cost,Annualized Capital Condenser Cost,Total Annualized Cost,Total Equp Cost,Experimental Op Cost
70,75,135,120,33,TRUE,37199.56835,43421.0952,36661.21489,3332.846483,3427.033833,80620.66356,43421.09521,
70,75,150,120,33,TRUE,38841.01652,46645.17867,39885.29836,3332.846483,3427.033833,85486.19519,46645.17868,
70,70,15,120,33,FALSE,0,0,0,0,0,0,0,
70,70,30,120,33,FALSE,0,0,0,0,0,0,0,
70,70,45,120,33,TRUE,219186.5019,21889.02952,15223.33656,3332.846483,3332.846483,241075.5314,21889.02953,
70,70,60,120,33,TRUE,43504.81973,25828.57553,19162.88256,3332.846483,3332.846483,69333.39526,25828.57553,
70,70,75,120,33,TRUE,35399.25384,29573.78127,22908.08831,3332.846483,3332.846483,64973.03511,29573.78128,
70,70,90,120,33,TRUE,34077.23886,33171.0614,26505.36843,3332.846483,3332.846483,67248.30025,33171.0614,
70,70,105,120,33,TRUE,34547.00305,36649.81088,29984.11791,3332.846483,3332.846483,71196.81393,36649.81088,
70,70,120,120,33,TRUE,35713.66507,40030.20939,33364.51642,3332.846483,3332.846483,75743.87446,40030.20939,
70,70,135,120,33,TRUE,37199.56835,43326.90785,36661.21489,3332.846483,3332.846483,80526.47621,43326.90786,
70,70,150,120,33,TRUE,38841.01652,46550.99132,39885.29836,3332.846483,3332.846483,85392.00784,46550.99133,
70,65,15,120,33,FALSE,0,0,0,0,0,0,0,
70,65,30,120,33,FALSE,0,0,0,0,0,0,0,
70,65,45,120,33,TRUE,219186.5019,21794.10073,15223.33656,3332.846483,3237.917686,240980.6027,21794.10073,
70,65,60,120,33,TRUE,43504.81973,25733.64673,19162.88256,3332.846483,3237.917686,69238.46646,25733.64673,
70,65,75,120,33,TRUE,35399.25384,29478.85247,22908.08831,3332.846483,3237.917686,64878.10631,29478.85248,
70,65,90,120,33,TRUE,34077.23886,33076.1326,26505.36843,3332.846483,3237.917686,67153.37146,33076.1326,
70,65,105,120,33,TRUE,34547.00305,36554.88208,29984.11791,3332.846483,3237.917686,71101.88513,36554.88208,
70,65,120,120,33,TRUE,35713.66507,39935.28059,33364.51642,3332.846483,3237.917686,75648.94567,39935.28059,
70,65,135,120,33,TRUE,37199.56835,43231.97906,36661.21489,3332.846483,3237.917686,80431.54741,43231.97906,
70,65,150,120,33,TRUE,38841.01652,46456.06253,39885.29836,3332.846483,3237.917686,85297.07904,46456.06253,
70,60,15,120,33,FALSE,0,0,0,0,0,0,0,
70,60,30,120,33,FALSE,0,0,0,0,0,0,0,
70,60,45,120,33,TRUE,219186.5019,21698.39815,15223.33656,3332.846483,3142.215107,240884.9001,21698.39815,
70,60,60,120,33,TRUE,43504.81973,25637.94416,19162.88256,3332.846483,3142.215107,69142.76388,25637.94415,
70,60,75,120,33,TRUE,35399.25384,29383.1499,22908.08831,3332.846483,3142.215107,64782.40373,29383.1499,
70,60,90,120,33,TRUE,34077.23886,32980.43002,26505.36843,3332.846483,3142.215107,67057.66888,32980.43002,
70,60,105,120,33,TRUE,34547.00305,36459.1795,29984.11791,3332.846483,3142.215107,71006.18255,36459.1795,
70,60,120,120,33,TRUE,35713.66507,39839.57801,33364.51642,3332.846483,3142.215107,75553.24309,39839.57801,
70,60,135,120,33,TRUE,37199.56835,43136.27648,36661.21489,3332.846483,3142.215107,80335.84483,43136.27648,
70,60,150,120,33,TRUE,38841.01652,46360.35995,39885.29836,3332.846483,3142.215107,85201.37646,46360.35995,
70,55,15,120,33,FALSE,0,0,0,0,0,0,0,
70,55,30,120,33,FALSE,0,0,0,0,0,0,0,
70,55,45,120,33,TRUE,219186.5019,21601.90062,15223.33656,3332.846483,3045.717582,240788.4025,21601.90063,
70,55,60,120,33,TRUE,43504.81973,25541.44663,19162.88256,3332.846483,3045.717582,69046.26636,25541.44663,
70,55,75,120,33,TRUE,35399.25384,29286.65237,22908.08831,3332.846483,3045.717582,64685.90621,29286.65238,
70,55,90,120,33,TRUE,34077.23886,32883.93249,26505.36843,3332.846483,3045.717582,66961.17135,32883.9325,
70,55,105,120,33,TRUE,34547.00305,36362.68198,29984.11791,3332.846483,3045.717582,70909.68503,36362.68198,
70,55,120,120,33,TRUE,35713.66507,39743.08049,33364.51642,3332.846483,3045.717582,75456.74556,39743.08049,
70,55,135,120,33,TRUE,37199.56835,43039.77895,36661.21489,3332.846483,3045.717582,80239.3473,43039.77896,
70,55,150,120,33,TRUE,38841.01652,46263.86242,39885.29836,3332.846483,3045.717582,85104.87894,46263.86243,
70,50,15,120,33,FALSE,0,0,0,0,0,0,0,
70,50,30,120,33,FALSE,0,0,0,0,0,0,0,
70,50,45,120,33,TRUE,219186.5019,21504.60873,15223.33656,3332.846483,2948.425692,240691.1107,21504.60874,
70,50,60,120,33,TRUE,43504.81973,25444.15474,19162.88256,3332.846483,2948.425692,68948.97447,25444.15474,
70,50,75,120,33,TRUE,35399.25384,29189.36048,22908.08831,3332.846483,2948.425692,64588.61432,29189.36049,
70,50,90,120,33,TRUE,34077.23886,32786.6406,26505.36843,3332.846483,2948.425692,66863.87946,32786.64061,
70,50,105,120,33,TRUE,34547.00305,36265.39009,29984.11791,3332.846483,2948.425692,70812.39314,36265.39009,
70,50,120,120,33,TRUE,35713.66507,39645.7886,33364.51642,3332.846483,2948.425692,75359.45367,39645.7886,
70,50,135,120,33,TRUE,37199.56835,42942.48706,36661.21489,3332.846483,2948.425692,80142.05542,42942.48707,
70,50,150,120,33,TRUE,38841.01652,46166.57053,39885.29836,3332.846483,2948.425692,85007.58705,46166.57054,
70,45,15,120,33,FALSE,0,0,0,0,0,0,0,
70,45,30,120,33,FALSE,0,0,0,0,0,0,0,
70,45,45,120,33,TRUE,219186.5019,21406.56402,15223.33656,3332.846483,2850.38098,240593.0659,21406.56402,
70,45,60,120,33,TRUE,43504.81973,25346.11003,19162.88256,3332.846483,2850.38098,68850.92975,25346.11002,
70,45,75,120,33,TRUE,35399.25384,29091.31577,22908.08831,3332.846483,2850.38098,64490.56961,29091.31577,
70,45,90,120,33,TRUE,34077.23886,32688.59589,26505.36843,3332.846483,2850.38098,66765.83475,32688.59589,
70,45,105,120,33,TRUE,34547.00305,36167.34538,29984.11791,3332.846483,2850.38098,70714.34843,36167.34537,
70,45,120,120,33,TRUE,35713.66507,39547.74389,33364.51642,3332.846483,2850.38098,75261.40896,39547.74388,
70,45,135,120,33,TRUE,37199.56835,42844.44235,36661.21489,3332.846483,2850.38098,80044.0107,42844.44235,
70,45,150,120,33,TRUE,38841.01652,46068.52582,39885.29836,3332.846483,2850.38098,84909.54234,46068.52582,
70,40,15,120,33,FALSE,0,0,0,0,0,0,0,
70,40,30,120,33,FALSE,0,0,0,0,0,0,0,
70,40,45,120,33,TRUE,219186.5019,21307.88504,15223.33656,3332.846483,2751.702002,240494.387,21307.88505,
70,40,60,120,33,TRUE,43504.81973,25247.43105,19162.88256,3332.846483,2751.702002,68752.25078,25247.43105,
70,40,75,120,33,TRUE,35399.25384,28992.63679,22908.08831,3332.846483,2751.702002,64391.89063,28992.6368,
70,40,90,120,33,TRUE,34077.23886,32589.91691,26505.36843,3332.846483,2751.702002,66667.15577,32589.91692,
70,40,105,120,33,TRUE,34547.00305,36068.6664,29984.11791,3332.846483,2751.702002,70615.66945,36068.6664,
70,40,120,120,33,TRUE,35713.66507,39449.06491,33364.51642,3332.846483,2751.702002,75162.72998,39449.06491,
70,40,135,120,33,TRUE,37199.56835,42745.76337,36661.21489,3332.846483,2751.702002,79945.33172,42745.76338,
70,40,150,120,33,TRUE,38841.01652,45969.84684,39885.29836,3332.846483,2751.702002,84810.86336,45969.84685,
70,35,15,120,33,FALSE,0,0,0,0,0,0,0,
70,35,30,120,33,FALSE,0,0,0,0,0,0,0,
70,35,45,120,33,TRUE,219186.5019,21208.83817,15223.33656,3332.846483,2652.655135,240395.3401,21208.83818,
70,35,60,120,33,TRUE,43504.81973,25148.38418,19162.88256,3332.846483,2652.655135,68653.20391,25148.38418,
70,35,75,120,33,TRUE,35399.25384,28893.58992,22908.08831,3332.846483,2652.655135,64292.84376,28893.58993,
70,35,90,120,33,TRUE,34077.23886,32490.87005,26505.36843,3332.846483,2652.655135,66568.1089,32490.87005,
70,35,105,120,33,TRUE,34547.00305,35969.61953,29984.11791,3332.846483,2652.655135,70516.62258,35969.61953,
70,35,120,120,33,TRUE,35713.66507,39350.01804,33364.51642,3332.846483,2652.655135,75063.68311,39350.01804,
70,35,135,120,33,TRUE,37199.56835,42646.71651,36661.21489,3332.846483,2652.655135,79846.28486,42646.71651,
70,35,150,120,33,TRUE,38841.01652,45870.79997,39885.29836,3332.846483,2652.655135,84711.81649,45870.79998,
70,30,15,120,33,FALSE,0,0,0,0,0,0,0,
70,30,30,120,33,FALSE,0,0,0,0,0,0,0,
70,30,45,120,33,TRUE,219186.5019,21109.98546,15223.33656,3332.846483,2553.802417,240296.4874,21109.98546,
70,30,60,120,33,TRUE,43504.81973,25049.53146,19162.88256,3332.846483,2553.802417,68554.35119,25049.53146,
70,30,75,120,33,TRUE,35399.25384,28794.73721,22908.08831,3332.846483,2553.802417,64193.99104,28794.73721,
70,30,90,120,33,TRUE,34077.23886,32392.01733,26505.36843,3332.846483,2553.802417,66469.25619,32392.01733,
70,30,105,120,33,TRUE,34547.00305,35870.76681,29984.11791,3332.846483,2553.802417,70417.76986,35870.76681,
70,30,120,120,33,TRUE,35713.66507,39251.16532,33364.51642,3332.846483,2553.802417,74964.8304,39251.16532,
70,30,135,120,33,TRUE,37199.56835,42547.86379,36661.21489,3332.846483,2553.802417,79747.43214,42547.86379,
70,30,150,120,33,TRUE,38841.01652,45771.94726,39885.29836,3332.846483,2553.802417,84612.96377,45771.94726,
70,25,15,120,33,FALSE,0,0,0,0,0,0,0,
70,25,30,120,33,FALSE,0,0,0,0,0,0,0,
70,25,45,120,33,TRUE,219186.5019,21012.51979,15223.33656,3332.846483,2456.33675,240199.0217,21012.51979,
70,25,60,120,33,TRUE,43504.81973,24952.0658,19162.88256,3332.846483,2456.33675,68456.88552,24952.06579,
70,25,75,120,33,TRUE,35399.25384,28697.27154,22908.08831,3332.846483,2456.33675,64096.52538,28697.27154,
70,25,90,120,33,TRUE,34077.23886,32294.55166,26505.36843,3332.846483,2456.33675,66371.79052,32294.55166,
70,25,105,120,33,TRUE,34547.00305,35773.30115,29984.11791,3332.846483,2456.33675,70320.3042,35773.30114,
70,25,120,120,33,TRUE,35713.66507,39153.69966,33364.51642,3332.846483,2456.33675,74867.36473,39153.69965,
70,25,135,120,33,TRUE,37199.56835,42450.39812,36661.21489,3332.846483,2456.33675,79649.96647,42450.39812,
70,25,150,120,33,TRUE,38841.01652,45674.48159,39885.29836,3332.846483,2456.33675,84515.49811,45674.48159,
70,20,15,120,33,FALSE,0,0,0,0,0,0,0,
70,20,30,120,33,FALSE,0,0,0,0,0,0,0,
70,20,45,120,33,TRUE,219186.5019,20919.11694,15223.33656,3332.846483,2362.9339,240105.6189,20919.11694,
70,20,60,120,33,TRUE,43504.81973,24858.66295,19162.88256,3332.846483,2362.9339,68363.48267,24858.66294,
70,20,75,120,33,TRUE,35399.25384,28603.86869,22908.08831,3332.846483,2362.9339,64003.12253,28603.86869,
70,20,90,120,33,TRUE,34077.23886,32201.14881,26505.36843,3332.846483,2362.9339,66278.38767,32201.14881,
70,20,105,120,33,TRUE,34547.00305,35679.8983,29984.11791,3332.846483,2362.9339,70226.90135,35679.89829,
70,20,120,120,33,TRUE,35713.66507,39060.29681,33364.51642,3332.846483,2362.9339,74773.96188,39060.2968,
70,20,135,120,33,TRUE,37199.56835,42356.99527,36661.21489,3332.846483,2362.9339,79556.56362,42356.99527,
70,20,150,120,33,TRUE,38841.01652,45581.07874,39885.29836,3332.846483,2362.9339,84422.09526,45581.07874,
60,85,15,120,33,FALSE,0,0,0,0,0,0,0,
60,85,30,120,33,FALSE,0,0,0,0,0,0,0,
60,85,45,120,33,TRUE,219186.5019,21978.88788,15223.33656,3142.215107,3613.336217,241165.3898,21978.88788,
60,85,60,120,33,TRUE,43504.81973,25918.43389,19162.88256,3142.215107,3613.336217,69423.25362,25918.43388,
60,85,75,120,33,TRUE,35399.25384,29663.63963,22908.08831,3142.215107,3613.336217,65062.89347,29663.63963,
60,85,90,120,33,TRUE,34077.23886,33260.91975,26505.36843,3142.215107,3613.336217,67338.15861,33260.91975,
60,85,105,120,33,TRUE,34547.00305,36739.66924,29984.11791,3142.215107,3613.336217,71286.67229,36739.66923,
60,85,120,120,33,TRUE,35713.66507,40120.06775,33364.51642,3142.215107,3613.336217,75833.73282,40120.06774,
60,85,135,120,33,TRUE,37199.56835,43416.76621,36661.21489,3142.215107,3613.336217,80616.33456,43416.76621,
60,85,150,120,33,TRUE,38841.01652,46640.84968,39885.29836,3142.215107,3613.336217,85481.8662,46640.84968,
60,80,15,120,33,FALSE,0,0,0,0,0,0,0,
60,80,30,120,33,FALSE,0,0,0,0,0,0,0,
60,80,45,120,33,TRUE,219186.5019,21886.06895,15223.33656,3142.215107,3520.517286,241072.5709,21886.06895,
60,80,60,120,33,TRUE,43504.81973,25825.61496,19162.88256,3142.215107,3520.517286,69330.43468,25825.61495,
60,80,75,120,33,TRUE,35399.25384,29570.8207,22908.08831,3142.215107,3520.517286,64970.07454,29570.8207,
60,80,90,120,33,TRUE,34077.23886,33168.10082,26505.36843,3142.215107,3520.517286,67245.33968,33168.10082,
60,80,105,120,33,TRUE,34547.00305,36646.85031,29984.11791,3142.215107,3520.517286,71193.85336,36646.8503,
60,80,120,120,33,TRUE,35713.66507,40027.24882,33364.51642,3142.215107,3520.517286,75740.91389,40027.24881,
60,80,135,120,33,TRUE,37199.56835,43323.94728,36661.21489,3142.215107,3520.517286,80523.51563,43323.94728,
60,80,150,120,33,TRUE,38841.01652,46548.03075,39885.29836,3142.215107,3520.517286,85389.04727,46548.03075,
60,75,15,120,33,FALSE,0,0,0,0,0,0,0,
60,75,30,120,33,FALSE,0,0,0,0,0,0,0,
60,75,45,120,33,TRUE,219186.5019,21792.5855,15223.33656,3142.215107,3427.033833,240979.0874,21792.5855,
60,75,60,120,33,TRUE,43504.81973,25732.13151,19162.88256,3142.215107,3427.033833,69236.95123,25732.1315,
60,75,75,120,33,TRUE,35399.25384,29477.33725,22908.08831,3142.215107,3427.033833,64876.59108,29477.33725,
60,75,90,120,33,TRUE,34077.23886,33074.61737,26505.36843,3142.215107,3427.033833,67151.85623,33074.61737,
60,75,105,120,33,TRUE,34547.00305,36553.36685,29984.11791,3142.215107,3427.033833,71100.3699,36553.36685,
60,75,120,120,33,TRUE,35713.66507,39933.76536,33364.51642,3142.215107,3427.033833,75647.43044,39933.76536,
60,75,135,120,33,TRUE,37199.56835,43230.46383,36661.21489,3142.215107,3427.033833,80430.03218,43230.46383,
60,75,150,120,33,TRUE,38841.01652,46454.5473,39885.29836,3142.215107,3427.033833,85295.56381,46454.5473,
60,70,15,120,33,FALSE,0,0,0,0,0,0,0,
60,70,30,120,33,FALSE,0,0,0,0,0,0,0,
60,70,45,120,33,TRUE,219186.5019,21698.39815,15223.33656,3142.215107,3332.846483,240884.9001,21698.39815,
60,70,60,120,33,TRUE,43504.81973,25637.94416,19162.88256,3142.215107,3332.846483,69142.76388,25637.94415,
60,70,75,120,33,TRUE,35399.25384,29383.1499,22908.08831,3142.215107,3332.846483,64782.40373,29383.1499,
60,70,90,120,33,TRUE,34077.23886,32980.43002,26505.36843,3142.215107,3332.846483,67057.66888,32980.43002,
60,70,105,120,33,TRUE,34547.00305,36459.1795,29984.11791,3142.215107,3332.846483,71006.18255,36459.1795,
60,70,120,120,33,TRUE,35713.66507,39839.57801,33364.51642,3142.215107,3332.846483,75553.24309,39839.57801,
60,70,135,120,33,TRUE,37199.56835,43136.27648,36661.21489,3142.215107,3332.846483,80335.84483,43136.27648,
60,70,150,120,33,TRUE,38841.01652,46360.35995,39885.29836,3142.215107,3332.846483,85201.37646,46360.35995,
60,65,15,120,33,FALSE,0,0,0,0,0,0,0,
60,65,30,120,33,FALSE,0,0,0,0,0,0,0,
60,65,45,120,33,TRUE,219186.5019,21603.46935,15223.33656,3142.215107,3237.917686,240789.9713,21603.46935,
60,65,60,120,33,TRUE,43504.81973,25543.01536,19162.88256,3142.215107,3237.917686,69047.83508,25543.01535,
60,65,75,120,33,TRUE,35399.25384,29288.2211,22908.08831,3142.215107,3237.917686,64687.47494,29288.2211,
60,65,90,120,33,TRUE,34077.23886,32885.50122,26505.36843,3142.215107,3237.917686,66962.74008,32885.50122,
60,65,105,120,33,TRUE,34547.00305,36364.25071,29984.11791,3142.215107,3237.917686,70911.25376,36364.2507,
60,65,120,120,33,TRUE,35713.66507,39744.64922,33364.51642,3142.215107,3237.917686,75458.31429,39744.64921,
60,65,135,120,33,TRUE,37199.56835,43041.34768,36661.21489,3142.215107,3237.917686,80240.91603,43041.34768,
60,65,150,120,33,TRUE,38841.01652,46265.43115,39885.29836,3142.215107,3237.917686,85106.44767,46265.43115,
60,60,15,120,33,FALSE,0,0,0,0,0,0,0,
60,60,30,120,33,FALSE,0,0,0,0,0,0,0,
60,60,45,120,33,TRUE,219186.5019,21507.76677,15223.33656,3142.215107,3142.215107,240694.2687,21507.76677,
60,60,60,120,33,TRUE,43504.81973,25447.31278,19162.88256,3142.215107,3142.215107,68952.13251,25447.31277,
60,60,75,120,33,TRUE,35399.25384,29192.51852,22908.08831,3142.215107,3142.215107,64591.77236,29192.51852,
60,60,90,120,33,TRUE,34077.23886,32789.79864,26505.36843,3142.215107,3142.215107,66867.0375,32789.79864,
60,60,105,120,33,TRUE,34547.00305,36268.54813,29984.11791,3142.215107,3142.215107,70815.55118,36268.54812,
60,60,120,120,33,TRUE,35713.66507,39648.94664,33364.51642,3142.215107,3142.215107,75362.61171,39648.94663,
60,60,135,120,33,TRUE,37199.56835,42945.6451,36661.21489,3142.215107,3142.215107,80145.21346,42945.6451,
60,60,150,120,33,TRUE,38841.01652,46169.72857,39885.29836,3142.215107,3142.215107,85010.74509,46169.72857,
60,55,15,120,33,FALSE,0,0,0,0,0,0,0,
60,55,30,120,33,FALSE,0,0,0,0,0,0,0,
60,55,45,120,33,TRUE,219186.5019,21411.26925,15223.33656,3142.215107,3045.717582,240597.7712,21411.26925,
60,55,60,120,33,TRUE,43504.81973,25350.81525,19162.88256,3142.215107,3045.717582,68855.63498,25350.81525,
60,55,75,120,33,TRUE,35399.25384,29096.02099,22908.08831,3142.215107,3045.717582,64495.27483,29096.021,
60,55,90,120,33,TRUE,34077.23886,32693.30112,26505.36843,3142.215107,3045.717582,66770.53998,32693.30112,
60,55,105,120,33,TRUE,34547.00305,36172.0506,29984.11791,3142.215107,3045.717582,70719.05365,36172.0506,
60,55,120,120,33,TRUE,35713.66507,39552.44911,33364.51642,3142.215107,3045.717582,75266.11419,39552.44911,
60,55,135,120,33,TRUE,37199.56835,42849.14758,36661.21489,3142.215107,3045.717582,80048.71593,42849.14758,
60,55,150,120,33,TRUE,38841.01652,46073.23105,39885.29836,3142.215107,3045.717582,84914.24756,46073.23105,
60,50,15,120,33,FALSE,0,0,0,0,0,0,0,
60,50,30,120,33,FALSE,0,0,0,0,0,0,0,
60,50,45,120,33,TRUE,219186.5019,21313.97736,15223.33656,3142.215107,2948.425692,240500.4793,21313.97736,
60,50,60,120,33,TRUE,43504.81973,25253.52336,19162.88256,3142.215107,2948.425692,68758.34309,25253.52336,
60,50,75,120,33,TRUE,35399.25384,28998.7291,22908.08831,3142.215107,2948.425692,64397.98294,28998.72911,
60,50,90,120,33,TRUE,34077.23886,32596.00923,26505.36843,3142.215107,2948.425692,66673.24809,32596.00923,
60,50,105,120,33,TRUE,34547.00305,36074.75871,29984.11791,3142.215107,2948.425692,70621.76176,36074.75871,
60,50,120,120,33,TRUE,35713.66507,39455.15722,33364.51642,3142.215107,2948.425692,75168.8223,39455.15722,
60,50,135,120,33,TRUE,37199.56835,42751.85569,36661.21489,3142.215107,2948.425692,79951.42404,42751.85569,
60,50,150,120,33,TRUE,38841.01652,45975.93916,39885.29836,3142.215107,2948.425692,84816.95567,45975.93916,
60,45,15,120,33,FALSE,0,0,0,0,0,0,0,
60,45,30,120,33,FALSE,0,0,0,0,0,0,0,
60,45,45,120,33,TRUE,219186.5019,21215.93264,15223.33656,3142.215107,2850.38098,240402.4346,21215.93265,
60,45,60,120,33,TRUE,43504.81973,25155.47865,19162.88256,3142.215107,2850.38098,68660.29838,25155.47865,
60,45,75,120,33,TRUE,35399.25384,28900.68439,22908.08831,3142.215107,2850.38098,64299.93823,28900.6844,
60,45,90,120,33,TRUE,34077.23886,32497.96452,26505.36843,3142.215107,2850.38098,66575.20337,32497.96452,
60,45,105,120,33,TRUE,34547.00305,35976.714,29984.11791,3142.215107,2850.38098,70523.71705,35976.714,
60,45,120,120,33,TRUE,35713.66507,39357.11251,33364.51642,3142.215107,2850.38098,75070.77758,39357.11251,
60,45,135,120,33,TRUE,37199.56835,42653.81098,36661.21489,3142.215107,2850.38098,79853.37933,42653.81098,
60,45,150,120,33,TRUE,38841.01652,45877.89444,39885.29836,3142.215107,2850.38098,84718.91096,45877.89445,
60,40,15,120,33,FALSE,0,0,0,0,0,0,0,
60,40,30,120,33,FALSE,0,0,0,0,0,0,0,
60,40,45,120,33,TRUE,219186.5019,21117.25367,15223.33656,3142.215107,2751.702002,240303.7556,21117.25367,
60,40,60,120,33,TRUE,43504.81973,25056.79967,19162.88256,3142.215107,2751.702002,68561.6194,25056.79967,
60,40,75,120,33,TRUE,35399.25384,28802.00541,22908.08831,3142.215107,2751.702002,64201.25925,28802.00542,
60,40,90,120,33,TRUE,34077.23886,32399.28554,26505.36843,3142.215107,2751.702002,66476.5244,32399.28554,
60,40,105,120,33,TRUE,34547.00305,35878.03502,29984.11791,3142.215107,2751.702002,70425.03807,35878.03502,
60,40,120,120,33,TRUE,35713.66507,39258.43353,33364.51642,3142.215107,2751.702002,74972.09861,39258.43353,
60,40,135,120,33,TRUE,37199.56835,42555.132,36661.21489,3142.215107,2751.702002,79754.70035,42555.132,
60,40,150,120,33,TRUE,38841.01652,45779.21547,39885.29836,3142.215107,2751.702002,84620.23198,45779.21547,
60,35,15,120,33,FALSE,0,0,0,0,0,0,0,
60,35,30,120,33,FALSE,0,0,0,0,0,0,0,
60,35,45,120,33,TRUE,219186.5019,21018.2068,15223.33656,3142.215107,2652.655135,240204.7087,21018.2068,
60,35,60,120,33,TRUE,43504.81973,24957.75281,19162.88256,3142.215107,2652.655135,68462.57253,24957.7528,
60,35,75,120,33,TRUE,35399.25384,28702.95855,22908.08831,3142.215107,2652.655135,64102.21238,28702.95855,
60,35,90,120,33,TRUE,34077.23886,32300.23867,26505.36843,3142.215107,2652.655135,66377.47753,32300.23867,
60,35,105,120,33,TRUE,34547.00305,35778.98816,29984.11791,3142.215107,2652.655135,70325.99121,35778.98815,
60,35,120,120,33,TRUE,35713.66507,39159.38666,33364.51642,3142.215107,2652.655135,74873.05174,39159.38666,
60,35,135,120,33,TRUE,37199.56835,42456.08513,36661.21489,3142.215107,2652.655135,79655.65348,42456.08513,
60,35,150,120,33,TRUE,38841.01652,45680.1686,39885.29836,3142.215107,2652.655135,84521.18512,45680.1686,
60,30,15,120,33,FALSE,0,0,0,0,0,0,0,
60,30,30,120,33,FALSE,0,0,0,0,0,0,0,
60,30,45,120,33,TRUE,219186.5019,20919.35408,15223.33656,3142.215107,2553.802417,240105.856,20919.35408,
60,30,60,120,33,TRUE,43504.81973,24858.90009,19162.88256,3142.215107,2553.802417,68363.71982,24858.90008,
60,30,75,120,33,TRUE,35399.25384,28604.10583,22908.08831,3142.215107,2553.802417,64003.35967,28604.10583,
60,30,90,120,33,TRUE,34077.23886,32201.38595,26505.36843,3142.215107,2553.802417,66278.62481,32201.38595,
60,30,105,120,33,TRUE,34547.00305,35680.13544,29984.11791,3142.215107,2553.802417,70227.13849,35680.13543,
60,30,120,120,33,TRUE,35713.66507,39060.53395,33364.51642,3142.215107,2553.802417,74774.19902,39060.53394,
60,30,135,120,33,TRUE,37199.56835,42357.23241,36661.21489,3142.215107,2553.802417,79556.80076,42357.23241,
60,30,150,120,33,TRUE,38841.01652,45581.31588,39885.29836,3142.215107,2553.802417,84422.3324,45581.31588,
60,25,15,120,33,FALSE,0,0,0,0,0,0,0,
60,25,30,120,33,FALSE,0,0,0,0,0,0,0,
60,25,45,120,33,TRUE,219186.5019,20821.88841,15223.33656,3142.215107,2456.33675,240008.3903,20821.88842,
60,25,60,120,33,TRUE,43504.81973,24761.43442,19162.88256,3142.215107,2456.33675,68266.25415,24761.43442,
60,25,75,120,33,TRUE,35399.25384,28506.64016,22908.08831,3142.215107,2456.33675,63905.894,28506.64017,
60,25,90,120,33,TRUE,34077.23886,32103.92029,26505.36843,3142.215107,2456.33675,66181.15914,32103.92029,
60,25,105,120,33,TRUE,34547.00305,35582.66977,29984.11791,3142.215107,2456.33675,70129.67282,35582.66977,
60,25,120,120,33,TRUE,35713.66507,38963.06828,33364.51642,3142.215107,2456.33675,74676.73335,38963.06828,
60,25,135,120,33,TRUE,37199.56835,42259.76675,36661.21489,3142.215107,2456.33675,79459.3351,42259.76675,
60,25,150,120,33,TRUE,38841.01652,45483.85021,39885.29836,3142.215107,2456.33675,84324.86673,45483.85022,
60,20,15,120,33,FALSE,0,0,0,0,0,0,0,
60,20,30,120,33,FALSE,0,0,0,0,0,0,0,
60,20,45,120,33,TRUE,219186.5019,20728.48556,15223.33656,3142.215107,2362.9339,239914.9875,20728.48557,
60,20,60,120,33,TRUE,43504.81973,24668.03157,19162.88256,3142.215107,2362.9339,68172.8513,24668.03157,
60,20,75,120,33,TRUE,35399.25384,28413.23731,22908.08831,3142.215107,2362.9339,63812.49115,28413.23732,
60,20,90,120,33,TRUE,34077.23886,32010.51744,26505.36843,3142.215107,2362.9339,66087.75629,32010.51744,
60,20,105,120,33,TRUE,34547.00305,35489.26692,29984.11791,3142.215107,2362.9339,70036.26997,35489.26692,
60,20,120,120,33,TRUE,35713.66507,38869.66543,33364.51642,3142.215107,2362.9339,74583.3305,38869.66543,
60,20,135,120,33,TRUE,37199.56835,42166.3639,36661.21489,3142.215107,2362.9339,79365.93225,42166.3639,
60,20,150,120,33,TRUE,38841.01652,45390.44736,39885.29836,3142.215107,2362.9339,84231.46388,45390.44737,
50,85,15,120,33,FALSE,0,0,0,0,0,0,0,
50,85,30,120,33,FALSE,0,0,0,0,0,0,0,
50,85,45,120,33,TRUE,219186.5019,21785.09847,15223.33656,2948.425692,3613.336217,240971.6004,21785.09847,
50,85,60,120,33,TRUE,43504.81973,25724.64447,19162.88256,2948.425692,3613.336217,69229.4642,25724.64447,
50,85,75,120,33,TRUE,35399.25384,29469.85021,22908.08831,2948.425692,3613.336217,64869.10405,29469.85022,
50,85,90,120,33,TRUE,34077.23886,33067.13034,26505.36843,2948.425692,3613.336217,67144.3692,33067.13034,
50,85,105,120,33,TRUE,34547.00305,36545.87982,29984.11791,2948.425692,3613.336217,71092.88287,36545.87982,
50,85,120,120,33,TRUE,35713.66507,39926.27833,33364.51642,2948.425692,3613.336217,75639.94341,39926.27833,
50,85,135,120,33,TRUE,37199.56835,43222.9768,36661.21489,2948.425692,3613.336217,80422.54515,43222.9768,
50,85,150,120,33,TRUE,38841.01652,46447.06027,39885.29836,2948.425692,3613.336217,85288.07678,46447.06027,
50,80,15,120,33,FALSE,0,0,0,0,0,0,0,
50,80,30,120,33,FALSE,0,0,0,0,0,0,0,
50,80,45,120,33,TRUE,219186.5019,21692.27954,15223.33656,2948.425692,3520.517286,240878.7815,21692.27954,
