Evaporator Area,Condenser Area,Compressor Design Flow,Capacity,Outside Air Temperature,Success,Annual Operating Cost,Annualized Capital Cost,Annualized Capital Compressor Cost,Annualized Capital Evaporator Cost,Annualized Capital Condenser Cost,Total Annualized Cost,Total Equp Cost,Experimental Op Cost
110,35,135,100,28,TRUE,33508.30728,43382.65658,36661.21489,4068.786552,2652.655135,76890.96385,43382.65658,
110,35,150,100,28,TRUE,35251.36057,46606.74004,39885.29836,4068.786552,2652.655135,81858.10061,46606.74005,
110,30,15,100,28,FALSE,0,0,0,0,0,0,0,
110,30,30,100,28,FALSE,0,0,0,0,0,0,0,
110,30,45,100,28,TRUE,45824.69219,21845.92553,15223.33656,4068.786552,2553.802417,67670.61771,21845.92553,
110,30,60,100,28,TRUE,30112.94501,25785.47153,19162.88256,4068.786552,2553.802417,55898.41654,25785.47153,
110,30,75,100,28,TRUE,28397.69905,29530.67727,22908.08831,4068.786552,2553.802417,57928.37632,29530.67728,
110,30,90,100,28,TRUE,28951.45426,33127.9574,26505.36843,4068.786552,2553.802417,62079.41166,33127.9574,
110,30,105,100,28,TRUE,30234.66176,36606.70688,29984.11791,4068.786552,2553.802417,66841.36864,36606.70688,
110,30,120,100,28,TRUE,31810.09614,39987.10539,33364.51642,4068.786552,2553.802417,71797.20153,39987.10539,
110,30,135,100,28,TRUE,33508.30728,43283.80386,36661.21489,4068.786552,2553.802417,76792.11113,43283.80386,
110,30,150,100,28,TRUE,35251.36057,46507.88733,39885.29836,4068.786552,2553.802417,81759.24789,46507.88733,
110,25,15,100,28,FALSE,0,0,0,0,0,0,0,0
110,25,30,100,28,FALSE,0,0,0,0,0,0,0,0
110,25,45,100,28,TRUE,45824.69219,21748.45986,15223.33656,4068.786552,2456.33675,67573.15205,21748.45986,46741.18603
110,25,60,100,28,TRUE,30112.94501,25688.00587,19162.88256,4068.786552,2456.33675,55800.95087,25688.00586,30715.20391
110,25,75,100,28,TRUE,28397.69905,29433.21161,22908.08831,4068.786552,2456.33675,57830.91065,29433.21161,28965.65303
110,25,90,100,28,TRUE,28951.45426,33030.49173,26505.36843,4068.786552,2456.33675,61981.94599,33030.49173,29530.48335
110,25,105,100,28,TRUE,30234.66176,36509.24122,29984.11791,4068.786552,2456.33675,66743.90298,36509.24121,30839.355
110,25,120,100,28,TRUE,31810.09614,39889.63972,33364.51642,4068.786552,2456.33675,71699.73587,39889.63972,32446.29806
